numfven,codprod,codcon,nomdet,serdet,venfec,valuni,candet,ivapor,ivapes,totdet,numite,cosprod,tipsub,dctpor,coskar,undfra
29403,1776, ,esmalte clasico blanco cuarto pintuland, ,2022-05-28,21000.0,1.0,0.0,0.0,21000.0,1,15827.0,U,0.0,15851.48,1
29403,1060, ,brocha mona mango azul 2 1/2 pulg, ,2022-05-28,3500.0,2.0,0.0,0.0,7000.0,2,2450.0,U,0.0,2450.0,1
29403,11122, ,tiner botella, ,2022-05-28,5800.0,2.0,0.0,0.0,11600.0,3,3773.59,U,0.0,3755.8,1
29404,11677, ,polisombra negra al 65 % 100 mtrs agrotek 2mt, ,2022-05-28,6500.0,1.0,0.0,0.0,6500.0,1,5255.04,U,0.0,180.0,1
29405,11828, ,tapon de prueba 3pulg, ,2022-05-28,1800.0,2.0,0.0,0.0,3600.0,1,823.48,U,0.0,899.02,1
29405,11249, ,siliocona tubo pegadit baño-cocina antihong bca, ,2022-05-28,11500.0,1.0,0.0,0.0,11500.0,2,5958.0,U,0.0,6562.67,1
29406,10951, ,pegacor gris interior 10kg, ,2022-05-28,16000.0,1.0,0.0,0.0,16000.0,1,13283.73,U,0.0,13312.3,1
29407,11618, ,chapa vera  sobreponer vf6 41767 der, ,2022-05-28,33000.0,1.0,0.0,0.0,33000.0,1,26323.99,U,0.0,26323.99,1
29408,11936, ,disco corte metal uduke 4.5, ,2022-05-28,3000.0,2.0,0.0,0.0,6000.0,1,1300.0,U,0.0,1260.54,1
29409,10686, ,cable alambre centelsa#14 amarillo *100mt, ,2022-05-28,1500.0,30.0,0.0,0.0,45000.0,1,1210.23,U,0.0,813135.4,1
29410,10136, ,caja 5800 plastica tercol-induma 2*4pulg, ,2022-05-28,800.0,5.0,0.0,0.0,4000.0,1,430.01,U,0.0,430.01,1
29411,10471, ,segueta herragro roja 1224, ,2022-05-28,4500.0,1.0,0.0,0.0,4500.0,1,3501.46,U,0.0,3613.33,1
29412,10586, ,pega enchape sika *25kg, ,2022-05-28,26000.0,1.0,0.0,0.0,26000.0,1,21185.16,U,0.0,21185.16,1
29412,11345, ,cinta teflon eco, ,2022-05-28,700.0,1.0,0.0,0.0,700.0,2,450.0,U,0.0,450.0,1
29412,1081, ,grifo  jardin cromado ent 1/2 sal 3/4 grival, ,2022-05-28,22500.0,1.0,0.0,0.0,22500.0,3,18591.67,U,0.0,6959.2,1
29412,1621, ,llave de chorro en zinc crom bocherine, ,2022-05-28,16000.0,1.0,0.0,0.0,16000.0,4,11779.81,U,0.0,11779.81,1
29413,11794, ,anticorrosivo gris premium cuarto , ,2022-05-28,16000.0,1.0,0.0,0.0,16000.0,1,13261.0,U,0.0,13261.0,1
29413,10440, ,esmalte wengue, ,2022-05-28,21000.0,1.0,0.0,0.0,21000.0,2,1132.87,U,0.0,0.0,1
29413,1148, ,pattex nmc fteyrap 353g, ,2022-05-28,16000.0,1.0,0.0,0.0,16000.0,3,13500.0,U,0.0,13500.0,1
29413,1708, ,angulo esquinero plastico liso 2.4m, ,2022-05-28,4000.0,5.0,0.0,0.0,20000.0,4,2791.15,U,0.0,2791.15,1
29413,11286, ,interruptor doble enerlux loft, ,2022-05-28,4800.0,2.0,0.0,0.0,9600.0,5,4000.0,U,0.0,3967.81,1
29413,11509, ,toma doble enerlux loft, ,2022-05-28,4600.0,2.0,0.0,0.0,9200.0,6,3799.99,U,0.0,3864.85,1
29414,11696, ,plafon bombillo loza 4puntas, ,2022-05-28,1800.0,1.0,0.0,0.0,1800.0,1,1250.0,U,0.0,1512.62,1
29415,1055, ,cinta nitto *10u colores, ,2022-05-28,3300.0,1.0,0.0,0.0,3300.0,1,2750.0,U,0.0,2644.39,1
29416,1261, ,bombillo ilumax 10w, ,2022-05-28,5900.0,1.0,0.0,0.0,5900.0,1,4549.0,U,0.0,4549.0,1
29417,1842, ,grapa truper 12 y 10mm 1/2  cal 24 1000 piezas, ,2022-05-28,6500.0,2.0,0.0,0.0,13000.0,1,3374.84,U,0.0,3374.84,1
29417,12100, ,grapadora industrial generica, ,2022-05-28,43000.0,1.0,0.0,0.0,43000.0,2,17999.94,U,0.0,17999.94,1
29418,12018, ,tubo cpvc 1*/2 rde 11*3 mtrs, ,2022-05-28,7500.0,1.0,0.0,0.0,7500.0,1,5251.07,U,0.0,15855.94,1
29419,2215, ,grifo pared lavaplatos aguafina, ,2022-05-28,22000.0,1.0,0.0,0.0,22000.0,1,15900.0,U,0.0,15900.0,1
29419,10437, ,guante nitrilo varias marcas eco docena, ,2022-05-28,3500.0,2.0,0.0,0.0,7000.0,2,2000.0,U,0.0,1937.39,1
29420,11172, ,regulador gas humcar r-20 gris, ,2022-05-28,19000.0,1.0,0.0,0.0,19000.0,1,15000.0,U,0.0,15000.0,1
29421,2202, ,ducha plastica tipo telefono, ,2022-05-28,19000.0,1.0,0.0,0.0,19000.0,1,15000.0,U,0.0,15000.0,1
29422,10917, ,arandela neopreno #10 +100u, ,2022-05-28,100.0,3.0,0.0,0.0,300.0,1,63.0,U,0.0,52.74,1
29422,10921, ,tor drywall 6*1 1/4 ciento, ,2022-05-28,60.0,3.0,0.0,0.0,180.0,2,31.0,U,0.0,30.7,1
29422,10987, ,broca madera kraft 1/8 pulg , ,2022-05-28,2000.0,1.0,0.0,0.0,2000.0,3,999.6,U,0.0,999.6,1
29423,11822, ,manguera agua lona verde pesada *100mt, ,2022-05-28,1600.0,15.0,0.0,0.0,24000.0,1,1079.0,U,0.0,1049.52,1
29423,10215, ,abrazadera titan 1/2-3/4 10-06 10-04, ,2022-05-28,800.0,2.0,0.0,0.0,1600.0,2,579.99,U,0.0,0.0,1
29423,10170, ,racor manguera plastico, ,2022-05-28,1200.0,1.0,0.0,0.0,1200.0,3,500.0,U,0.0,0.0,1
29424,10295, ,pie de amigo 12*14 par, ,2022-05-28,12000.0,1.5,0.0,0.0,18000.0,1,3500.0,U,0.0,4318.62,1
29425,11047, ,soporte metalico cortinero colores doble, ,2022-05-28,2700.0,10.0,0.0,0.0,27000.0,1,1850.0,U,0.0,1853.49,1
29426,11790, ,vinilo tipo 2 vinilux blanco cuñete ico, ,2022-05-28,165000.0,1.0,0.0,0.0,165000.0,1,154713.09,U,0.0,154713.21,1
29426,1058, ,rodillo superior naranja 9pulgadas, ,2022-05-28,5000.0,2.0,0.0,0.0,10000.0,2,3700.0,U,0.0,3611.81,1
29426,1009, ,brocha bellota pro 2, ,2022-05-28,4800.0,1.0,0.0,0.0,4800.0,3,3974.01,U,0.0,3954.44,1
29427,2266, ,yeso estucador impadoc *25k, ,2022-05-28,28000.0,1.0,0.0,0.0,28000.0,1,23000.0,U,0.0,23000.0,1
29428,10178, ,disco madera taurus 4 1/2*40 dientes 115 mm, ,2022-05-28,6800.0,1.0,0.0,0.0,6800.0,1,5250.0,U,0.0,5257.08,1
29429,10162, ,tor drywall 10*3, ,2022-05-28,9500.0,1.5,0.0,0.0,14250.0,1,87.0,U,0.0,87.0,100
29429,1417, ,tor drywal 8*3 ciento, ,2022-05-28,9500.0,2.5,0.0,0.0,23750.0,2,89.25,U,0.0,82.74,100
29430,1638, ,nylon forte azul 30-40lb, ,2022-05-28,4000.0,1.0,0.0,0.0,4000.0,1,2930.49,U,0.0,2707.32,1
29430,1601, ,disco diamante muro turbo p&tools, ,2022-05-28,6000.0,1.0,0.0,0.0,6000.0,2,4641.0,U,0.0,4641.0,1
29430,11187, ,punta taladro stanley, ,2022-05-28,2000.0,2.0,0.0,0.0,4000.0,3,1000.0,U,0.0,947.6,1
29431,10913, ,clavo acero liso 3/4pulg *libra, ,2022-05-28,7800.0,1.0,0.0,0.0,7800.0,1,6401.15,U,0.0,5848.12,1
29432,2148, ,chapa vera vf6 izquierda 41768, ,2022-05-28,33000.0,1.0,0.0,0.0,33000.0,1,26323.99,U,0.0,26323.99,1
29433,10440, ,laca cataliza, ,2022-05-28,22000.0,1.0,0.0,0.0,22000.0,1,1132.87,U,0.0,0.0,1
29434,2024, ,bombllo nalpilux led 40w , ,2022-05-28,28000.0,1.0,0.0,0.0,28000.0,1,21800.0,U,0.0,21800.0,1
29435,1692, ,tor goloso 6*3/4pulg, ,2022-05-28,50.0,26.0,0.0,0.0,1300.0,1,23.0,U,0.0,23.0,1
29436,11048, ,disco diamantado continuo uduke 4 1/2, ,2022-05-28,7800.0,1.0,0.0,0.0,7800.0,1,6464.42,U,0.0,6464.42,1
29437,10345, ,amarra plastica-metal zinc x100, ,2022-05-28,170.0,50.0,0.0,0.0,8500.0,1,117.0,U,0.0,116.97,1
29437,10290, ,pistola silicona chaolai cl-138, ,2022-05-28,9500.0,1.0,0.0,0.0,9500.0,2,6000.0,U,0.0,6340.0,1
29437,10440, ,silico, ,2022-05-28,600.0,5.0,0.0,0.0,3000.0,3,1132.87,U,0.0,0.0,1
29437,1056, ,rodillo superior ovejero 9pulgadas, ,2022-05-28,5000.0,2.0,0.0,0.0,10000.0,4,3892.0,U,0.0,3828.0,1
29438,1211, ,palustre maxi tools # 6, ,2022-05-28,7000.0,1.0,0.0,0.0,7000.0,1,4950.0,U,0.0,4950.0,1
29439,1519, ,cinta asfaltica alumband multiseal 10cm*10m, ,2022-05-28,32000.0,1.0,0.0,0.0,32000.0,1,2571.59,U,0.0,2571.59,10
29439,1520, ,cinta asfaltica alumband multiseal 20cm*10mt, ,2022-05-28,49000.0,1.0,0.0,0.0,49000.0,2,3913.91,U,0.0,3913.91,10
29440,11849, ,alambre pua 16.5 *200mt motto, ,2022-05-28,93000.0,1.0,0.0,0.0,93000.0,1,83635.58,U,0.0,81565.78,1
29440,10650, ,grapa cerca puma 1 1/4 *9 1000g *25ud, ,2022-05-28,10900.0,1.0,0.0,0.0,10900.0,2,9758.86,U,0.0,8057.72,1
29441,10951, ,pegacor gris interior 10kg, ,2022-05-28,16000.0,1.0,0.0,0.0,16000.0,1,13283.73,U,0.0,13312.3,1
29442,10736, ,interruptor doble ceb-intime, ,2022-05-28,4200.0,1.0,0.0,0.0,4200.0,1,3300.0,U,0.0,3427.04,1
29443,10430, ,silicona 300 gr dubay, ,2022-05-28,9000.0,1.0,0.0,0.0,9000.0,1,7596.96,U,0.0,7720.14,1
29444,2129, ,flexometro stanley 5 mts stht33989, ,2022-05-28,13000.0,1.0,0.0,0.0,13000.0,1,8889.93,U,0.0,8889.93,1
29445,10757, ,boxer africano media, ,2022-05-28,6500.0,1.0,0.0,0.0,6500.0,1,5500.0,U,0.0,5508.1,1
29446,11225, ,cheque cortina 1/2 grival *6ud, ,2022-05-28,18500.0,1.0,0.0,0.0,18500.0,1,13821.47,U,0.0,12990.98,1
29447,10700, ,ducha kontiki k-104, ,2022-05-28,55000.0,1.0,0.0,0.0,55000.0,1,37480.0,U,0.0,50932.0,1
29448,11907, ,chapa bola alcoba vinotinto, ,2022-05-28,18000.0,1.0,0.0,0.0,18000.0,1,16000.0,U,0.0,14765.94,1
29448,10440, ,chaz tornillo, ,2022-05-28,1500.0,1.0,0.0,0.0,1500.0,2,1132.87,U,0.0,0.0,1
29449,1508, ,bombillo led 18w todos, ,2022-05-28,15000.0,1.0,0.0,0.0,15000.0,1,6740.99,U,0.0,8012.32,1
29450,1404, ,portarollo tipo gancho, ,2022-05-28,12500.0,1.0,0.0,0.0,12500.0,1,9930.0,U,0.0,9787.86,1
29451,10119, ,tablero 2 circuitos para 1 linea 75a tercol, ,2022-05-28,21000.0,1.0,0.0,0.0,21000.0,1,17449.99,U,0.0,16620.0,1
29451,10552, ,tubo conduit tiro *3mt pesado, ,2022-05-28,3900.0,15.0,0.0,0.0,58500.0,2,2589.44,U,0.0,2557.19,1
29451,10560, ,curva conduit 1/2 eco, ,2022-05-28,600.0,12.0,0.0,0.0,7200.0,3,299.88,U,0.0,350.69,1
29451,10112, ,taco 1x50 amp enchu luminex, ,2022-05-28,13000.0,1.0,0.0,0.0,13000.0,4,11199.99,U,0.0,11199.99,1
29451,10878, ,cable alambre centelsa #12 negro *100mt, ,2022-05-28,175000.0,1.0,0.0,0.0,175000.0,5,1500.0,U,0.0,1710.84,100
29451,10140, ,alambre cable #12 rojo centelsa *100mt, ,2022-05-28,175000.0,1.0,0.0,0.0,175000.0,6,1500.0,U,0.0,913.04,100
29452,1579, ,codal aluminio 72*32 *6m., ,2022-05-28,15000.0,2.0,0.0,0.0,30000.0,1,11751.0,U,0.0,0.0,1
29453,11782, ,empaque tanque sanitario, ,2022-05-28,3000.0,1.0,0.0,0.0,3000.0,1,1986.0,U,0.0,1986.0,1
29453,11136, ,tornillo sanitario indugricor p/g carden unidad, ,2022-05-28,1000.0,2.0,0.0,0.0,2000.0,2,400.0,U,0.0,400.0,1
29453,10156, ,valvula pozuelo combinada 2, ,2022-05-28,7500.0,1.0,0.0,0.0,7500.0,3,6700.0,U,0.0,6700.0,1
29454,2375, ,canaleta 5*2, ,2022-05-28,10000.0,1.0,0.0,0.0,10000.0,1,0.0,U,0.0,0.0,1
29455,11815, ,canaleta 40*25 con adhesivo, ,2022-05-28,13000.0,1.0,0.0,0.0,13000.0,1,9600.0,U,0.0,9600.0,1
29456,10451, ,alambre de amarre kilo, ,2022-05-28,8500.0,1.0,0.0,0.0,8500.0,1,7129.05,U,0.0,0.0,1
29456,11187, ,punta taladro stanley, ,2022-05-28,2000.0,2.0,0.0,0.0,4000.0,2,1000.0,U,0.0,947.6,1
29457,10572, ,rejilla ventilacion silplas-eco 15*15, ,2022-05-28,4500.0,2.0,0.0,0.0,9000.0,1,2880.0,U,0.0,0.0,1
29458,10233, ,lija omega #150 octavo, ,2022-05-28,1400.0,1.0,0.0,0.0,1400.0,1,894.88,U,0.0,976.56,1
29459,11244, ,soga manila verde tesicol 8mm *400mtrs, ,2022-05-28,500.0,21.0,0.0,0.0,10500.0,1,362.34,U,0.0,351.15,1
29460,10451, ,alambre de amarre kilo, ,2022-05-28,8500.0,2.0,0.0,0.0,17000.0,1,7129.05,U,0.0,0.0,1
29461,2211, ,hombre solo mini *3 kinner, ,2022-05-28,27000.0,1.0,0.0,0.0,27000.0,1,23150.0,U,0.0,23150.0,1
29462,11187, ,punta taladro stanley, ,2022-05-28,1500.0,2.0,0.0,0.0,3000.0,1,1000.0,U,0.0,947.6,1
29463,11634, ,vinilo tipo 2 vinilux blanco galon ico, ,2022-05-28,40000.0,1.0,0.0,0.0,40000.0,1,34313.65,U,0.0,34313.62,1
29464,2332, ,esmalte blanco ico gal, ,2022-05-28,58000.0,1.0,0.0,0.0,58000.0,1,47987.94,U,0.0,47987.94,1
29464,11121, ,tiner galon, ,2022-05-28,22500.0,1.0,0.0,0.0,22500.0,2,18113.2,U,0.0,30188.67,1
29464,10759, ,colbon bioplas media, ,2022-05-28,4000.0,1.0,0.0,0.0,4000.0,3,4000.0,U,0.0,3600.0,1
29464,2188, ,brocha corneta cerda pelo negro 2 1/2, ,2022-05-28,4000.0,1.0,0.0,0.0,4000.0,4,2628.71,U,0.0,2628.71,1
29465,12151, ,grapa grapadora 5/16 stanley, ,2022-05-28,13000.0,1.0,0.0,0.0,13000.0,1,10225.67,U,0.0,10225.67,1
29465,12152, ,grapa grapadora 1/4 stanley, ,2022-05-28,11000.0,1.0,0.0,0.0,11000.0,2,8285.97,U,0.0,8285.97,1
29466,1496, ,clavo madera 5pulg puma, ,2022-05-28,9500.0,1.0,0.0,0.0,9500.0,1,7702.25,U,0.0,7702.25,1
29467,11466, ,aerosol rojo suzuki 400ml, ,2022-05-28,8000.0,1.0,0.0,0.0,8000.0,1,6700.0,U,0.0,6700.0,1
29468,1985, ,toma corriente triple bocherine, ,2022-05-28,7700.0,1.0,0.0,0.0,7700.0,1,5788.76,U,0.0,5788.76,1
29469,10915, ,clavo acero estriado vertical 1pulg *libra, ,2022-05-28,7800.0,2.0,0.0,0.0,15600.0,1,6722.1,U,0.0,6840.43,1
29470,10543, ,manija tanque cromo rioplast, ,2022-05-28,5000.0,1.0,0.0,0.0,5000.0,1,2290.75,U,0.0,2691.03,1
29471,1679, ,malla zaranda metalica 8*8*0.9 agrotek metro, ,2022-05-28,11500.0,1.0,0.0,0.0,11500.0,1,9400.0,U,0.0,9525.38,1
29472,11948, ,cepillo bronce pasta naranja lineal, ,2022-05-28,4500.0,1.0,0.0,0.0,4500.0,1,2500.0,U,0.0,2597.86,1
29472,1810, ,grata taladro bronce con espigo *5, ,2022-05-28,13000.0,1.0,0.0,0.0,13000.0,2,8300.0,U,0.0,8300.0,1
29473,10997, ,sikaflex fix 221 negro *300ml , ,2022-05-28,32000.0,1.0,0.0,0.0,32000.0,1,28399.35,U,0.0,28419.9,1
29474,12127, ,lija agua mcrofina #2000 abracol, ,2022-05-28,2900.0,1.0,0.0,0.0,2900.0,1,2281.23,U,0.0,2281.23,1
29475,10571, ,alambre galvanizado calibre 12 2.75mm 25kg, ,2022-05-29,9500.0,1.0,0.0,0.0,9500.0,1,7558.87,U,0.0,7475.26,1
29475,10571, ,alambre galvanizado calibre 12 2.75mm 25kg, ,2022-05-29,9500.0,1.0,0.0,0.0,9500.0,2,7558.87,U,0.0,7475.26,1
29475,11426, ,guante inge carnaza amarillo largo par, ,2022-05-29,8000.0,1.0,0.0,0.0,8000.0,3,5416.66,U,0.0,5391.02,1
29476,2165, ,rejilla plastica con sosco 3*2, ,2022-05-29,2500.0,1.0,0.0,0.0,2500.0,1,1800.0,U,0.0,1800.0,1
29476,11472, ,jabonera rioplast, ,2022-05-29,8000.0,1.0,0.0,0.0,8000.0,2,5930.0,U,0.0,5412.51,1
29476,10950, ,pegacor blanco interior 10kg, ,2022-05-29,2000.0,2.0,0.0,0.0,4000.0,3,1445.0,U,0.0,220319.82,1
29476,10687, ,cemento blanco argos *40kg, ,2022-05-29,1800.0,2.0,0.0,0.0,3600.0,4,1325.0,U,0.0,1319.69,1
29477,1753, ,rodaja cortabaldosa ktool22mm, ,2022-05-29,6000.0,1.0,0.0,0.0,6000.0,1,4000.0,U,0.0,3912.5,1
29478,1302, ,cable alambre aluminio #6 continental *100mt 3670g, ,2022-05-29,93000.0,1.0,0.0,0.0,93000.0,1,840.0,U,0.0,840.23,100
29479,11554, ,estuco listo del sur 25KG, ,2022-05-29,31000.0,2.0,0.0,0.0,62000.0,1,1120.0,U,0.0,1426.91,25
29480,1162, ,escoba prado metal forte, ,2022-05-29,14500.0,1.0,0.0,0.0,14500.0,1,9268.56,U,0.0,9268.56,1
29481,11211, ,llana lisa pasta amari mango reptools, ,2022-05-29,9000.0,1.0,0.0,0.0,9000.0,1,7500.0,U,0.0,7200.0,1
29482,1051, ,cinta enmascarar tesa 25mt*12mm, ,2022-05-29,2800.0,2.0,0.0,0.0,5600.0,1,1934.87,U,0.0,1941.71,1
29482,1631, ,rodillo ovejero 5 pulg, ,2022-05-29,4500.0,1.0,0.0,0.0,4500.0,2,3100.0,U,0.0,3100.0,1
29483,10431, ,toma doble levinton sobreponer, ,2022-05-29,3000.0,2.0,0.0,0.0,6000.0,1,2150.0,U,0.0,3246.69,1
29483,10440, ,CLAVOS, ,2022-05-29,1600.0,1.0,0.0,0.0,1600.0,2,1132.87,U,0.0,0.0,1
29484,10608, ,pila panasonic cr2032, ,2022-05-29,1500.0,2.0,0.0,0.0,3000.0,1,1000.0,U,0.0,1000.0,1
29485,2129, ,flexometro stanley 5 mts stht33989, ,2022-05-29,13000.0,1.0,0.0,0.0,13000.0,1,8889.93,U,0.0,8889.93,1
29485,11576, ,nivel bellota 36pulg, ,2022-05-29,35000.0,1.0,0.0,0.0,35000.0,2,27350.01,U,0.0,27350.01,1
29485,10723, ,palustre 5pulg federalli cabo plas, ,2022-05-29,6500.0,1.0,0.0,0.0,6500.0,3,4400.0,U,0.0,4453.98,1
29485,1010, ,martillo bellota 8001-bp 27mm 15 onz, ,2022-05-29,23000.0,1.0,0.0,0.0,23000.0,4,18546.98,U,0.0,23186.99,1
29485,1014, ,palustre 5847-8mm, ,2022-05-29,14500.0,1.0,0.0,0.0,14500.0,5,11903.33,U,0.0,11903.33,1
29485,1572, ,llana revoque 26*15 evaflex para afinar, ,2022-05-29,14000.0,1.0,0.0,0.0,14000.0,6,11144.47,U,0.0,11144.47,1
29486,2344, ,estuco proquimitec interior galon, ,2022-05-29,14500.0,1.0,0.0,0.0,14500.0,1,11500.0,U,0.0,11500.0,1
29487,10471, ,segueta herragro roja 1224, ,2022-05-29,4500.0,1.0,0.0,0.0,4500.0,1,3501.46,U,0.0,3613.33,1
29487,1080, ,grifo jardin bronce grival, ,2022-05-29,21000.0,1.0,0.0,0.0,21000.0,2,17503.27,U,0.0,17395.37,1
29488,11248, ,soga manila plastica amarilla-gris verde 10mm *250mt, ,2022-05-29,1000.0,12.0,0.0,0.0,12000.0,1,702.91,U,0.0,732.68,1
29489,11110, ,vinilo cte tipo 3 blanco almendra gal pintuland, ,2022-05-29,28000.0,1.0,0.0,0.0,28000.0,1,21063.0,U,0.0,20616.75,1
29489,1056, ,rodillo superior ovejero 9pulgadas, ,2022-05-29,5000.0,1.0,0.0,0.0,5000.0,2,3892.0,U,0.0,3828.0,1
29490,1860, ,tiner 1/2 galon, ,2022-05-29,11500.0,1.0,0.0,0.0,11500.0,1,18113.2,U,0.0,0.0,1
29490,1057, ,rodillo superior verde 9 pul, ,2022-05-29,5000.0,1.0,0.0,0.0,5000.0,2,3700.0,U,0.0,4714.28,1
29490,10233, ,lija omega #150 octavo, ,2022-05-29,1400.0,2.0,0.0,0.0,2800.0,3,894.88,U,0.0,976.56,1
29490,10600, ,vinilo tipo 3 icolatex blanco galon ico, ,2022-05-29,23500.0,1.0,0.0,0.0,23500.0,4,21413.82,U,0.0,21110.1,1
29490,11572, ,brocha corneta 3pulg, ,2022-05-29,4500.0,1.0,0.0,0.0,4500.0,5,3639.02,U,0.0,3914.7,1
29490,11682, ,tela cerramiento verde  protelas 210*100 mtrs, ,2022-05-29,2500.0,4.0,0.0,0.0,10000.0,6,2012.08,U,0.0,2010.22,1
29490,10824, ,aerosol aluminio, ,2022-05-29,8000.0,1.0,0.0,0.0,8000.0,7,6700.0,U,0.0,6751.45,1
29491,10882, ,manila soga matiz lhaura 10mm *250mt carrete, ,2022-05-29,1600.0,60.0,0.0,0.0,96000.0,1,1091.74,U,0.0,1220.36,1
29492,11910, ,martillo goma chipote 24oz uduke, ,2022-05-29,12000.0,1.0,0.0,0.0,12000.0,1,8160.0,U,0.0,8192.1,1
29492,1637, ,nylon forte 90 lb verde , ,2022-05-29,7000.0,2.0,0.0,0.0,14000.0,2,5506.61,U,0.0,6011.31,1
29493,1674, ,vinilo tipo 2 vinilux amarillo gal ico, ,2022-05-29,40000.0,1.0,0.0,0.0,40000.0,1,31733.59,U,0.0,31733.59,1
29493,10249, ,espatula plastica con mango o larga, ,2022-05-29,1500.0,1.0,0.0,0.0,1500.0,2,610.01,U,0.0,636.68,1
29494,1384, ,guante nitrilo gris azul-verde-blanco verde, ,2022-05-29,5000.0,1.0,0.0,0.0,5000.0,1,3000.0,U,0.0,3210.01,1
29494,11426, ,guante inge carnaza amarillo largo par, ,2022-05-29,8000.0,1.0,0.0,0.0,8000.0,2,5416.66,U,0.0,5391.02,1
29495,11554, ,estuco listo del sur 25KG, ,2022-05-29,1800.0,10.0,0.0,0.0,18000.0,1,1120.0,U,0.0,1426.91,1
29496,12031, ,llave lavaplatos grival + acople dalia 435013331, ,2022-05-29,50000.0,1.0,0.0,0.0,50000.0,1,41712.5,U,0.0,41712.5,1
29497,10237, ,grifo cromado jardin art-san 1/2, ,2022-05-29,11000.0,1.0,0.0,0.0,11000.0,1,8402.59,U,0.0,8210.05,1
29497,10440, ,CERAMICA, ,2022-05-29,35000.0,2.0,0.0,0.0,70000.0,2,1132.87,U,0.0,0.0,1
29497,2270, ,grifo lavaplatos sencillo artesa grival +griflex, ,2022-05-29,44000.0,1.0,0.0,0.0,44000.0,3,35583.56,U,0.0,35583.56,1
29497,11122, ,tiner botella, ,2022-05-29,5800.0,1.0,0.0,0.0,5800.0,4,3773.59,U,0.0,3755.8,1
29497,12015, ,fragua del sur beige *2kg, ,2022-05-29,4000.0,1.0,0.0,0.0,4000.0,5,4500.0,U,0.0,4500.0,1
29497,10379, ,hembra presion 1/2 gerfor, ,2022-05-29,500.0,1.0,0.0,0.0,500.0,6,353.57,U,0.0,347.16,1
29497,1029, ,varsol full fres 500ml, ,2022-05-29,6500.0,1.0,0.0,0.0,6500.0,7,4589.0,U,0.0,4567.96,1
29498,11341, ,buje lavaplatos caucho 2pulg, ,2022-05-29,2500.0,1.0,0.0,0.0,2500.0,1,1150.0,U,0.0,1338.12,1
29499,10587, ,pega enchape sika *50kg, ,2022-05-29,42500.0,2.0,0.0,0.0,85000.0,1,35700.0,U,0.0,39324.49,1
29499,10586, ,pega enchape sika *25kg, ,2022-05-29,26000.0,1.0,0.0,0.0,26000.0,2,21185.16,U,0.0,21185.16,1
29500,11401, ,sifon flexible  lavaplatos+canastilla globy-aqua, ,2022-05-29,18000.0,1.0,0.0,0.0,18000.0,1,13750.45,U,0.0,13436.07,1
29501,10395, ,sikaflex fix gris 300ml-375mg, ,2022-05-29,29000.0,1.0,0.0,0.0,29000.0,1,22417.56,U,0.0,22417.56,1
29501,1838, ,cinta duct tape celux 10 yardas gris, ,2022-05-29,7500.0,1.0,0.0,0.0,7500.0,2,5118.19,U,0.0,5118.19,1
29502,10174, ,ducha latina corriente 120v, ,2022-05-29,46000.0,1.0,0.0,0.0,46000.0,1,38000.0,U,0.0,41600.0,1
29503,11074, ,barniz brillante gal pintuland, ,2022-05-29,49000.0,1.0,0.0,0.0,49000.0,1,24871.0,U,0.0,24871.0,1
29503,11121, ,tiner galon, ,2022-05-29,22500.0,1.0,0.0,0.0,22500.0,2,18113.2,U,0.0,30188.67,1
29504,12216, ,destornillador doble punta amarillo, ,2022-05-29,3500.0,1.0,0.0,0.0,3500.0,1,1550.0,U,0.0,1740.0,1
29505,11822, ,manguera agua lona verde pesada *100mt, ,2022-05-29,1600.0,7.0,0.0,0.0,11200.0,1,1079.0,U,0.0,1049.52,1
29505,1150, ,acople universal rapido manguera jardin 1/2 forte, ,2022-05-29,3800.0,1.0,0.0,0.0,3800.0,2,3145.56,U,0.0,3145.56,1
29505,1747, ,acople rapido manguera forte, ,2022-05-29,5000.0,1.0,0.0,0.0,5000.0,3,3912.42,U,0.0,3901.58,1
29506,2040, ,gramera bascula digital 200 kls industrial lector, ,2022-05-29,245000.0,1.0,0.0,0.0,245000.0,1,218199.57,U,0.0,218199.57,1
29507,11401, ,sifon flexible  lavaplatos+canastilla globy-aqua, ,2022-05-29,18000.0,1.0,0.0,0.0,18000.0,1,13750.45,U,0.0,13436.07,1
29507,10263, ,soda caustica peq, ,2022-05-29,4800.0,2.0,0.0,0.0,9600.0,2,3500.0,U,0.0,3523.14,1
29507,10343, ,diablo rojo granulado , ,2022-05-29,4900.0,1.0,0.0,0.0,4900.0,3,3800.0,U,0.0,3120.59,1
29507,11316, ,diablo rojo grano mexichem 350g, ,2022-05-29,11000.0,1.0,0.0,0.0,11000.0,4,9065.75,U,0.0,9065.75,1
29507,10771, ,cinta teflon industrial, ,2022-05-29,2500.0,1.0,0.0,0.0,2500.0,5,1650.0,U,0.0,1619.36,1
29508,12067, ,juego llaves exagonales 10 piezas, ,2022-05-29,6000.0,1.0,0.0,0.0,6000.0,1,3599.75,U,0.0,9884.61,1
29508,10813, ,torx alem corta *9 diesel maxi tools, ,2022-05-29,9800.0,1.0,0.0,0.0,9800.0,2,8000.0,U,0.0,8080.0,1
29508,10747, ,alicate bicolor eco #8, ,2022-05-29,10500.0,1.0,0.0,0.0,10500.0,3,7750.0,U,0.0,7050.0,1
29508,12216, ,destornillador doble punta amarillo, ,2022-05-29,2500.0,1.0,0.0,0.0,2500.0,4,1550.0,U,0.0,1740.0,1
